question_id,source,company,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer
3801,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Father is 4 times older than son. 5 years hence, father will be 3 times son. Find father's age.",50,45,40,35,C
3802,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Average of 5 numbers is 27. If one number is 32, find avg of remaining 4.",25.75,26,27,24.5,A
3803,PrepMaster,General,Numerical Ability,Aptitude,Medium,"The average of 10 numbers is 40. If 2 more numbers (60 and 80) are added, new average?",42,45,50,47.5,D
3804,PrepMaster,General,Numerical Ability,Aptitude,Medium,Average marks of 30 students is 60. 5 more students with avg 80 join. New average?,65,62,63.6,64,C
3805,PrepMaster,General,Numerical Ability,Aptitude,Medium,The average of consecutive integers from 10 to 20 is?,16,17,14,15,D
3806,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Average weight of 40 students is 55 kg. New student joins, avg becomes 55.1 kg. New student's weight?",59,61,55,63,A
3807,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If average of n numbers is 40 and one number 20 is replaced by 60, new avg is 44. Find n.",5,8,12,10,D
3808,PrepMaster,General,Numerical Ability,Aptitude,Medium,In what ratio must rice at Rs 12/kg be mixed with rice at Rs 16/kg to get mixture at Rs 14/kg?,1:2,2:1,1:1,3:1,C
3809,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A milkman mixes water and milk in ratio 1:3. If mixture is 40L, how many litres of milk?",30,20,35,25,A
3810,PrepMaster,General,Numerical Ability,Aptitude,Medium,Two alloys have iron and copper in ratios 3:1 and 1:3. Mixed equally. Ratio in mixture?,1:1,3:2,4:1,2:3,A
3811,PrepMaster,General,Numerical Ability,Aptitude,Medium,Sugar costing Rs 9/kg and Rs 15/kg mixed in ratio 2:1. Cost of mixture per kg?,12,10,13,11,D
3812,PrepMaster,General,Numerical Ability,Aptitude,Medium,A container has 20L milk. 4L removed and replaced with water. Repeated twice. Milk remaining?,11.2L,14.4L,12.8L,13.6L,C
3813,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Find area of a rectangle: length 12m, breadth 8m.",80 m²,100 m²,96 m²,72 m²,C
3814,PrepMaster,General,Numerical Ability,Aptitude,Medium,A circle has radius 7cm. Find area (π = 22/7).,176 cm²,154 cm²,132 cm²,144 cm²,B
3815,PrepMaster,General,Numerical Ability,Aptitude,Medium,Perimeter of a square is 48m. Find its area.,121 m²,144 m²,169 m²,100 m²,B
3816,PrepMaster,General,Numerical Ability,Aptitude,Medium,Volume of a cube of side 5cm.,150 cm³,100 cm³,75 cm³,125 cm³,D
3817,PrepMaster,General,Numerical Ability,Aptitude,Medium,A cylinder has radius 7cm and height 10cm. Find volume (π=22/7).,1200 cm³,1320 cm³,1540 cm³,1000 cm³,C
3818,PrepMaster,General,Numerical Ability,Aptitude,Medium,Area of a triangle with base 10m and height 6m.,50 m²,30 m²,60 m²,25 m²,B
3819,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Find diagonal of rectangle: length 8m, breadth 6m.",12m,10m,14m,8m,B
3820,PrepMaster,General,Numerical Ability,Aptitude,Medium,A cone has radius 7cm and height 24cm. Find slant height.,28cm,20cm,26cm,25cm,D
3821,PrepMaster,General,Numerical Ability,Aptitude,Medium,Total surface area of a cube of side 6cm.,216 cm²,144 cm²,180 cm²,196 cm²,A
3822,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A rectangle has perimeter 60m. If length is 20m, find breadth.",12m,15m,8m,10m,D
3823,PrepMaster,General,Numerical Ability,Aptitude,Medium,"x + y = 10, x - y = 2. Find x and y.","x=7, y=3","x=4, y=6","x=6, y=4","x=5, y=5",C
3824,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If 3x + 2 = 11, find x.",4,5,3,2,C
3825,PrepMaster,General,Numerical Ability,Aptitude,Medium,Solve: 2x - 3 = 7,5,7,4,6,A
3826,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If x/3 + x/4 = 7, find x.",8,16,12,10,C
3827,PrepMaster,General,Numerical Ability,Aptitude,Medium,Find value of x: 5x - 10 = 3x + 4,8,6,7,5,C
3828,PrepMaster,General,Numerical Ability,Aptitude,Medium,Two numbers differ by 6. Their sum is 42. Find the numbers.,20 and 22,24 and 18,25 and 17,21 and 21,B
3829,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If the sum of two numbers is 72 and one is twice the other, find the numbers.",20 and 52,24 and 48,30 and 42,36 and 36,B
3830,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is 30% of 30% of 1000?,60,90,120,30,B
3831,PrepMaster,General,Numerical Ability,Aptitude,Medium,A 20% increase followed by 25% decrease gives what net change?,+5%,-5%,0%,-10%,D
3832,PrepMaster,General,Numerical Ability,Aptitude,Medium,A shopkeeper uses a 900g weight for 1kg. His profit%?,10%,About 11.1%,12.5%,9%,B
3833,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Find compound amount: P=1000, r=10%, t=3 years.",1200,1300,1100,1331,D
3834,PrepMaster,General,Numerical Ability,Aptitude,Medium,What sum at 5% SI gives Rs 150 interest in 2 years?,1500,1800,1200,1000,A
3835,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If A is 40% of B and B is 25% of C, what % is A of C?",5%,15%,20%,10%,D
3836,PrepMaster,General,Numerical Ability,Aptitude,Medium,"In an election, candidate A gets 55% votes. Winning margin is 2000 votes. Total votes?",25000,15000,10000,20000,D
3837,PrepMaster,General,Numerical Ability,Aptitude,Medium,Population of a city is 80000. It increases by 10% in yr1 and decreases by 5% in yr2. Final pop?,86000,83600,82000,84000,B
3838,PrepMaster,General,Numerical Ability,Aptitude,Medium,A mixture of 60L has milk:water = 2:1. How much water to add to get 1:1 ratio?,15L,30L,20L,10L,C
3839,PrepMaster,General,Numerical Ability,Aptitude,Medium,A cistern can be filled by pipes A and B in 6h and 8h. Opened together. Time to fill 3/4 tank?,4h,2h,3h 26min,2h 24min,C
3840,PrepMaster,General,Numerical Ability,Aptitude,Medium,A man rows 18 km downstream in 2h and returns in 3h. Speed of stream?,2 km/h,1.5 km/h,2.5 km/h,1 km/h,B
3841,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Speed of a boat in still water 12 km/h, stream 4 km/h. Time to cover 48 km upstream?",5h,4h,6h,8h,C
3842,PrepMaster,General,Numerical Ability,Aptitude,Medium,A certain job is done by 12 men in 20 days. How many men to finish in 15 days?,20,16,24,18,B
3843,PrepMaster,General,Numerical Ability,Aptitude,Medium,A can finish in 20 days. B is 25% more efficient. B finishes in?,15 days,20 days,16 days,18 days,C
3844,PrepMaster,General,Numerical Ability,Aptitude,Medium,Ratio of efficiency of A:B = 3:2. Together finish in 12 days. A alone finishes in?,18 days,20 days,25 days,30 days,B
3845,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is the interest on Rs 12000 at 6.25% SI for 2.5 years?,2000,1875,1200,1500,B
3846,PrepMaster,General,Numerical Ability,Aptitude,Medium,"At 12% CI, what will Rs 5000 become after 2 years?",6000,6500,5600,6272,D
3847,PrepMaster,General,Numerical Ability,Aptitude,Medium,A and B invest Rs 3000 and Rs 5000. Profit at end of year is Rs 1600. B's share?,1200,600,1000,800,C
3848,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A, B, C invest in ratio 1:2:3. Total profit is Rs 12000. C's share?",3000,6000,2000,4000,B
3849,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A invested Rs 8000 for 6 months, B Rs 6000 for 8 months. Ratio of profit?",4:3,1:1,2:1,3:2,B
3850,PrepMaster,General,Numerical Ability,Aptitude,Medium,A and B started business with Rs 5000 each. After 4 months A invested Rs 1000 more. Year-end ratio?,5:4,3:2,7:6,9:8,D
3851,PrepMaster,General,Numerical Ability,Aptitude,Medium,Speed in m/s: 72 km/h = ?,20 m/s,18 m/s,25 m/s,15 m/s,A
3852,PrepMaster,General,Numerical Ability,Aptitude,Medium,A train passes a pole in 10 sec at 54 km/h. Length of train?,150m,100m,120m,180m,A
3853,PrepMaster,General,Numerical Ability,Aptitude,Medium,Two trains run toward each other at 60 km/h and 90 km/h. Distance 300 km. Time to meet?,3h,2.5h,1.5h,2h,D
3854,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A bus travels at 60 km/h for 2.5h, then 80 km/h for 1.5h. Total distance?",300 km,250 km,280 km,270 km,D
3855,PrepMaster,General,Numerical Ability,Aptitude,Medium,Average speed for trip: 120 km at 60 km/h then 120 km at 40 km/h.,45 km/h,55 km/h,50 km/h,48 km/h,D
3856,PrepMaster,General,Numerical Ability,Aptitude,Medium,A man saves Rs 1200 from salary of Rs 6000. Save % next month if salary rises 10% and savings unchanged?,20%,16.7%,15%,About 18.2%,D
3857,PrepMaster,General,Numerical Ability,Aptitude,Medium,A is 25% more than B. B is what % less than A?,15%,20%,30%,25%,B
3858,PrepMaster,General,Numerical Ability,Aptitude,Medium,Number decreased by 25% gives 120. Original number?,160,180,140,150,A
3859,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If 3 is added to both numerator and denominator of 3/8, what is new fraction?",6/11,5/10,4/9,7/12,A
3860,PrepMaster,General,Numerical Ability,Aptitude,Medium,Sum of first 20 natural numbers.,210,190,200,220,A
3861,PrepMaster,General,Numerical Ability,Aptitude,Medium,Sum of squares of first 10 natural numbers.,400,385,390,380,B
3862,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is the sum of first 10 odd numbers?,100,121,90,81,A
3863,PrepMaster,General,Numerical Ability,Aptitude,Medium,Factorial of 6 is?,5040,24,120,720,D
3864,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Number of ways to arrange 4 objects out of 6: P(6,4)=?",120,720,60,360,D
3865,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Number of ways to choose 3 from 8: C(8,3)=?",28,56,84,70,B
3866,PrepMaster,General,Numerical Ability,Aptitude,Medium,Probability of getting head on tossing a fair coin.,2/3,1/2,1/4,1/3,B
3867,PrepMaster,General,Numerical Ability,Aptitude,Medium,A bag has 4 red and 6 blue balls. Probability of drawing a red ball?,1/2,3/5,2/5,1/4,C
3868,PrepMaster,General,Numerical Ability,Aptitude,Medium,Two dice thrown. Probability of sum = 7.,1/4,1/3,1/6,1/8,C
3869,PrepMaster,General,Numerical Ability,Aptitude,Medium,A card drawn from a deck of 52. Probability of king?,1/13,1/52,1/26,4/52,A
3870,PrepMaster,General,Numerical Ability,Aptitude,Medium,Probability of getting even number on a die.,1/3,1/6,2/3,1/2,D
3871,PrepMaster,General,Numerical Ability,Aptitude,Medium,Two unbiased coins tossed. Probability of both tails?,1/4,1/3,3/4,1/2,A
3872,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Out of 100 students, 60 passed in Maths, 48 in Science, 36 in both. Failed in both?",28,32,24,40,A
3873,PrepMaster,General,Numerical Ability,Aptitude,Medium,"In a class 40% play cricket, 30% play football, 20% play both. Play neither?",50%,40%,60%,30%,A
3874,PrepMaster,General,Numerical Ability,Aptitude,Medium,A number when divided by 6 leaves remainder 5. The same number when divided by 3 leaves?,3,0,1,2,D
3875,PrepMaster,General,Numerical Ability,Aptitude,Medium,"The sum of digits of a two digit number is 11. If digits reversed, number decreases by 27. Number?",83,56,74,65,C
3876,PrepMaster,General,Numerical Ability,Aptitude,Medium,A number is divisible by 9 if the sum of its digits is divisible by?,9,6,3,12,A
3877,PrepMaster,General,Numerical Ability,Aptitude,Medium,Which is the smallest 4-digit number divisible by 18?,1000,1080,1026,1008,D
3878,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A library has 3 different Science, 4 different Maths, 2 different English books. How many ways to choose one?",12,24,6,9,D
3879,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A bag has 3 red, 4 blue, 2 green balls. Probability of drawing not blue?",2/3,5/9,1/2,4/9,B
3880,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If a number is multiplied by 2 and 10 added, result is 30. The number is?",8,15,10,12,C
3881,PrepMaster,General,Numerical Ability,Aptitude,Medium,1/2 + 1/3 + 1/6 = ?,1,7/6,5/6,2/3,A
3882,PrepMaster,General,Numerical Ability,Aptitude,Medium,Simplify: (3/4) ÷ (9/16),3/4,16/9,4/3,9/4,C
3883,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Which is greatest: 3/5, 4/7, 5/9?",3/5,4/7,All equal,5/9,A
3884,PrepMaster,General,Numerical Ability,Aptitude,Medium,0.36 × 0.04 = ?,1.44,0.144,0.014,0.0144,D
3885,PrepMaster,General,Numerical Ability,Aptitude,Medium,1.5 × 0.2 + 0.5 = ?,0.3,1.0,0.75,0.8,D
3886,PrepMaster,General,Numerical Ability,Aptitude,Medium,The number 0.0025 in fraction form is?,1/4000,1/25,1/40,1/400,D
3887,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If 2/3 of a number is 18, what is 3/4 of the same number?",27,24,18,20.25,D
3888,PrepMaster,General,Numerical Ability,Aptitude,Medium,How many prime numbers are between 1 and 30?,9,10,8,11,B
3889,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is the HCF of 72 and 108?,18,36,24,12,B
3890,PrepMaster,General,Numerical Ability,Aptitude,Medium,"The LCM of 6, 10, and 15 is?",60,30,120,90,B
3891,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If today is Monday, what day will it be after 100 days?",Sunday,Wednesday,Thursday,Friday,B
3892,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If Jan 1 is Thursday, what day is Jan 15?",Saturday,Thursday,Friday,Wednesday,D
3893,PrepMaster,General,Numerical Ability,Aptitude,Medium,5^4 × 5^3 / 5^5 = ?,125,25,625,5,B
3894,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is (1/2 + 1/3) × (1/4 + 1/5)?,7/12,7/120,1,77/120,D
3895,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If the area of a square is 169 m², find its perimeter.",48m,56m,52m,44m,C
3896,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A 12m ladder leans against wall, foot 5m from wall. How high up wall?",11m,10m,about 10.9m,12m,C
3897,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A man walks 3 km east, then 4 km north. Distance from start?",8 km,6 km,7 km,5 km,D
3898,PrepMaster,General,Numerical Ability,Aptitude,Medium,A ship moves 10 km north and 10 km east. Displacement?,20 km,14 km,12 km,10√2 km,D
3899,PrepMaster,General,Numerical Ability,Aptitude,Medium,Find the number of diagonals in a hexagon.,12,9,15,6,B
3900,PrepMaster,General,Numerical Ability,Aptitude,Medium,"In a triangle, angles are in ratio 1:2:3. Largest angle is?",60°,120°,45°,90°,D
3901,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If cost of 5 pens and 7 pencils is Rs 87, and 4 pens and 6 pencils is Rs 72, find cost of pen.",Rs 12,Rs 9,Rs 8,Rs 6,B
3902,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A started with Rs 2000 for 12m, B joined with Rs 3000 after 4m. Profit ratio A:B?",1:1,3:2,8:9,2:1,C
3903,PrepMaster,General,Numerical Ability,Aptitude,Medium,Two pipes fill tank in 30min and 45min. Third drains in 60min. Time to fill when all open?,40min,45min,30min,36min,D
3904,PrepMaster,General,Numerical Ability,Aptitude,Medium,A train of length 180m passes a tree in 9 seconds. Speed of train?,72 km/h,15 m/s,20 m/s,54 km/h,A
3905,PrepMaster,General,Numerical Ability,Aptitude,Medium,A clock gains 15 min per day. Set correctly at noon Mon. What time on Tue noon does it show?,12:15,12:30,1:00 PM,11:45 AM,A
3906,PrepMaster,General,Numerical Ability,Aptitude,Medium,How many two-digit numbers are divisible by 7?,13,12,14,11,A
3907,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is the last digit of 7^75?,7,3,1,9,A
3908,PrepMaster,General,Numerical Ability,Aptitude,Medium,The price of a commodity rose by 25%. By what % must consumption decrease to maintain expenditure?,20%,30%,25%,15%,A
3909,PrepMaster,General,Numerical Ability,Aptitude,Medium,A fraction becomes 1/3 when 2 is subtracted from numerator and 1 is added to denominator. Original fraction is 3/7. True or False? Give: 3/7 when tested: (3-2)/(7+1)=1/8≠1/3. Which fraction satisfies: (x-2)/(y+1)=1/3 with x/y = ?,3/7,7/3,5/14,2/5,C
3910,PrepMaster,General,Numerical Ability,Aptitude,Medium,How many 3-digit numbers are divisible by both 4 and 6?,50,40,60,75,D
3911,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If 6 men can do a job in 10 days, how long will 4 men take?",15 days,20 days,10 days,12 days,A
3912,PrepMaster,General,Numerical Ability,Aptitude,Medium,A man rows downstream at 12 km/h and upstream at 8 km/h. Speed of current?,2 km/h,3 km/h,4 km/h,1 km/h,A
3913,PrepMaster,General,Numerical Ability,Aptitude,Medium,A sum of Rs 5000 is invested at 8% compound interest annually. Amount after 3 years?,Rs 6298.56,Rs 6200,Rs 6100,Rs 6500,A
3914,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is 0.5% of 2000?,10,5,20,15,A
3915,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A salesman's commission is 15% on first Rs 10000 and 10% on rest. If he earns Rs 2500, what were sales?",Rs 15000,Rs 20000,Rs 25000,Rs 18000,B
3916,PrepMaster,General,Numerical Ability,Aptitude,Medium,60 students in a class. 40% are girls. How many boys?,36,30,20,24,A
3917,PrepMaster,General,Numerical Ability,Aptitude,Medium,A car's price depreciated by 10% per year. Original price Rs 100000. Value after 2 years?,Rs 82000,Rs 81000,Rs 80000,Rs 90000,B
3918,PrepMaster,General,Numerical Ability,Aptitude,Medium,A shopkeeper has 100kg sugar. He sells it at 20% profit at Rs 18/kg. His cost price per kg?,Rs 15,Rs 14,Rs 12,Rs 16,A
3919,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Find the next in sequence: 1, 4, 9, 16, 25, ?",30,35,49,36,D
3920,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Find the next in sequence: 2, 6, 12, 20, 30, ?",42,40,44,38,A
3921,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Sum of n terms of AP with first term 2 and common difference 3, n=10?",150,145,165,155,D
3922,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Find the 10th term of the sequence 3, 7, 11, 15...",39,38,42,40,A
